Date,open,high,low,close,adjclose,volume,ingested_at_utc
2019-03-29,44500.0,44900.0,44200.0,44650.0,37584.83203125,11491713,2026-03-03 06:42:12.159634+00:00
2019-04-01,45200.0,45450.0,44850.0,45050.0,37921.52734375,7362129,2026-03-03 06:42:12.159634+00:00
2019-04-02,45550.0,46100.0,45350.0,45750.0,38510.76953125,9480688,2026-03-03 06:42:12.159634+00:00
2019-04-03,46750.0,46750.0,45800.0,46600.0,39226.2578125,12436570,2026-03-03 06:42:12.159634+00:00
2019-04-04,46150.0,47100.0,46150.0,46950.0,39520.88671875,12650168,2026-03-03 06:42:12.159634+00:00
2019-04-05,46950.0,47550.0,46600.0,46850.0,39436.703125,8546339,2026-03-03 06:42:12.159634+00:00
2019-04-08,47250.0,47250.0,46150.0,46650.0,39268.3515625,8507909,2026-03-03 06:42:12.159634+00:00
2019-04-09,46700.0,46950.0,46200.0,46650.0,39268.3515625,6878761,2026-03-03 06:42:12.159634+00:00
2019-04-10,46400.0,46700.0,46050.0,46700.0,39310.4375,11883995,2026-03-03 06:42:12.159634+00:00
2019-04-11,46700.0,46800.0,46150.0,46250.0,38931.6484375,13697399,2026-03-03 06:42:12.159634+00:00
2019-04-12,46050.0,46900.0,46000.0,46850.0,39436.703125,7668936,2026-03-03 06:42:12.159634+00:00
2019-04-15,47150.0,47500.0,47000.0,47050.0,39605.06640625,8733019,2026-03-03 06:42:12.159634+00:00
2019-04-16,47400.0,47400.0,46800.0,47250.0,39773.41796875,7730881,2026-03-03 06:42:12.159634+00:00
2019-04-17,47300.0,47600.0,47000.0,47050.0,39605.06640625,5513658,2026-03-03 06:42:12.159634+00:00
2019-04-18,47200.0,47250.0,45500.0,45600.0,38384.49609375,12808747,2026-03-03 06:42:12.159634+00:00
2019-04-19,45750.0,46000.0,45250.0,45300.0,38131.97265625,8479710,2026-03-03 06:42:12.159634+00:00
2019-04-22,45400.0,45900.0,45100.0,45350.0,38174.06640625,6006957,2026-03-03 06:42:12.159634+00:00
2019-04-23,45050.0,45500.0,45000.0,45200.0,38047.7890625,6920566,2026-03-03 06:42:12.159634+00:00
2019-04-24,45400.0,45650.0,44150.0,44750.0,37669.0078125,13299267,2026-03-03 06:42:12.159634+00:00
2019-04-25,44250.0,45000.0,44100.0,44650.0,37584.83203125,10868965,2026-03-03 06:42:12.159634+00:00
2019-04-26,44200.0,45000.0,43800.0,44850.0,37753.17578125,9739982,2026-03-03 06:42:12.159634+00:00
2019-04-29,45150.0,46150.0,45100.0,46150.0,38847.47265625,8777517,2026-03-03 06:42:12.159634+00:00
2019-04-30,46000.0,46300.0,45350.0,45850.0,38594.9375,11121273,2026-03-03 06:42:12.159634+00:00
2019-05-02,45500.0,46150.0,45400.0,45900.0,38637.03125,8625126,2026-03-03 06:42:12.159634+00:00
2019-05-03,45900.0,46050.0,45300.0,45300.0,38131.97265625,6562916,2026-03-03 06:42:12.159634+00:00
2019-05-07,45250.0,45300.0,44400.0,44850.0,37753.17578125,12014907,2026-03-03 06:42:12.159634+00:00
2019-05-08,44300.0,44850.0,44200.0,44250.0,37248.1171875,10398754,2026-03-03 06:42:12.159634+00:00
2019-05-09,43900.0,44250.0,42450.0,42450.0,35732.9296875,23029718,2026-03-03 06:42:12.159634+00:00
2019-05-10,42600.0,43450.0,42450.0,42900.0,36111.73828125,14579512,2026-03-03 06:42:12.159634+00:00
2019-05-13,42500.0,43200.0,42350.0,42650.0,35901.30078125,7635079,2026-03-03 06:42:12.159634+00:00
2019-05-14,41300.0,43100.0,41300.0,42650.0,35901.30078125,11563730,2026-03-03 06:42:12.159634+00:00
2019-05-15,42700.0,43050.0,42550.0,42550.0,35817.11328125,7670185,2026-03-03 06:42:12.159634+00:00
2019-05-16,42350.0,42400.0,41350.0,41550.0,34975.3515625,13687828,2026-03-03 06:42:12.159634+00:00
2019-05-17,41950.0,42050.0,40850.0,41200.0,34680.7421875,13357951,2026-03-03 06:42:12.159634+00:00
2019-05-20,41650.0,42100.0,41550.0,42000.0,35354.140625,15752397,2026-03-03 06:42:12.159634+00:00
2019-05-21,42600.0,43950.0,42350.0,43150.0,36322.18359375,18812133,2026-03-03 06:42:12.159634+00:00
2019-05-22,43700.0,43800.0,42400.0,43500.0,36616.80078125,11033339,2026-03-03 06:42:12.159634+00:00
2019-05-23,43900.0,44000.0,43250.0,43850.0,36911.4140625,12259006,2026-03-03 06:42:12.159634+00:00
2019-05-24,43800.0,43800.0,42400.0,42700.0,35943.38671875,13966305,2026-03-03 06:42:12.159634+00:00
2019-05-27,42500.0,43000.0,42350.0,42650.0,35901.30078125,8066669,2026-03-03 06:42:12.159634+00:00
2019-05-28,42550.0,42950.0,42150.0,42550.0,35817.11328125,24506881,2026-03-03 06:42:12.159634+00:00
2019-05-29,41850.0,42100.0,41300.0,41800.0,35185.7890625,14930618,2026-03-03 06:42:12.159634+00:00
2019-05-30,42200.0,42700.0,42150.0,42550.0,35817.11328125,11766018,2026-03-03 06:42:12.159634+00:00
2019-05-31,42600.0,42800.0,42150.0,42500.0,35775.03125,11365999,2026-03-03 06:42:12.159634+00:00
2019-06-03,42950.0,43900.0,42500.0,43800.0,36869.32421875,15466580,2026-03-03 06:42:12.159634+00:00
2019-06-04,43400.0,43700.0,43000.0,43450.0,36574.70703125,9913497,2026-03-03 06:42:12.159634+00:00
2019-06-05,44050.0,44200.0,43700.0,43900.0,36953.49609375,12464135,2026-03-03 06:42:12.159634+00:00
2019-06-07,43600.0,44350.0,43450.0,44200.0,37206.02734375,11683682,2026-03-03 06:42:12.159634+00:00
2019-06-10,44300.0,44850.0,44050.0,44800.0,37711.0859375,8792182,2026-03-03 06:42:12.159634+00:00
2019-06-11,44800.0,45000.0,44550.0,44850.0,37753.17578125,6664872,2026-03-03 06:42:12.159634+00:00
2019-06-12,44800.0,45050.0,44300.0,44600.0,37542.73828125,8607439,2026-03-03 06:42:12.159634+00:00
2019-06-13,44200.0,44400.0,43400.0,43750.0,36827.23828125,16906541,2026-03-03 06:42:12.159634+00:00
2019-06-14,43750.0,44150.0,43300.0,44000.0,37037.67578125,9322873,2026-03-03 06:42:12.159634+00:00
2019-06-17,43750.0,44050.0,43400.0,43900.0,36953.49609375,11890424,2026-03-03 06:42:12.159634+00:00
2019-06-18,43750.0,44500.0,43650.0,44350.0,37332.28515625,7994928,2026-03-03 06:42:12.159634+00:00
2019-06-19,45450.0,45450.0,45000.0,45350.0,38174.06640625,10417690,2026-03-03 06:42:12.159634+00:00
2019-06-20,44850.0,45500.0,44850.0,45500.0,38300.328125,7147785,2026-03-03 06:42:12.159634+00:00
2019-06-21,45750.0,45800.0,45200.0,45700.0,38468.67578125,9454913,2026-03-03 06:42:12.159634+00:00
2019-06-24,45200.0,45800.0,45200.0,45500.0,38300.328125,6085066,2026-03-03 06:42:12.159634+00:00
2019-06-25,45200.0,45800.0,45200.0,45600.0,38384.49609375,7076774,2026-03-03 06:42:12.159634+00:00
2019-06-26,45800.0,46000.0,45600.0,45700.0,38468.67578125,9226097,2026-03-03 06:42:12.159634+00:00
2019-06-27,46000.0,46600.0,45750.0,46500.0,39447.65625,12603534,2026-03-03 06:42:12.159634+00:00
2019-06-28,47000.0,47000.0,46700.0,47000.0,39871.82421875,12949231,2026-03-03 06:42:12.159634+00:00
2019-07-01,47350.0,47400.0,46250.0,46600.0,39532.48828125,11383522,2026-03-03 06:42:12.159634+00:00
2019-07-02,46200.0,46900.0,45850.0,46250.0,39235.5703125,8463073,2026-03-03 06:42:12.159634+00:00
2019-07-03,45750.0,46350.0,45200.0,45400.0,38514.48828125,9669368,2026-03-03 06:42:12.159634+00:00
2019-07-04,45250.0,46200.0,45250.0,46000.0,39023.4921875,6365573,2026-03-03 06:42:12.159634+00:00
2019-07-05,45950.0,45950.0,45250.0,45650.0,38726.5703125,7235395,2026-03-03 06:42:12.159634+00:00
2019-07-08,44750.0,44800.0,44350.0,44400.0,37666.16015625,7823843,2026-03-03 06:42:12.159634+00:00
2019-07-09,44850.0,45450.0,44700.0,45100.0,38259.98828125,7646421,2026-03-03 06:42:12.159634+00:00
2019-07-10,45550.0,46150.0,45500.0,45550.0,38641.7421875,9253930,2026-03-03 06:42:12.159634+00:00
2019-07-11,46350.0,46550.0,46150.0,46200.0,39193.1640625,10989751,2026-03-03 06:42:12.159634+00:00
2019-07-12,46350.0,46400.0,45800.0,46300.0,39277.98828125,5245804,2026-03-03 06:42:12.159634+00:00
2019-07-15,45950.0,46650.0,45750.0,46450.0,39405.2421875,4717226,2026-03-03 06:42:12.159634+00:00
2019-07-16,46450.0,46850.0,46300.0,46850.0,39744.57421875,7407824,2026-03-03 06:42:12.159634+00:00
2019-07-17,46150.0,46350.0,45950.0,46050.0,39065.9140625,5216602,2026-03-03 06:42:12.159634+00:00
2019-07-18,46450.0,46450.0,45650.0,46100.0,39108.3203125,5143554,2026-03-03 06:42:12.159634+00:00
2019-07-19,46650.0,46950.0,46600.0,46800.0,39702.1640625,8819393,2026-03-03 06:42:12.159634+00:00
2019-07-22,46800.0,47300.0,46600.0,47200.0,40041.4921875,9009109,2026-03-03 06:42:12.159634+00:00
2019-07-23,47350.0,47550.0,47050.0,47300.0,40126.3203125,9061381,2026-03-03 06:42:12.159634+00:00
2019-07-24,47100.0,47150.0,46250.0,46400.0,39362.83203125,8756522,2026-03-03 06:42:12.159634+00:00
2019-07-25,47150.0,47200.0,46600.0,47200.0,40041.4921875,8408838,2026-03-03 06:42:12.159634+00:00
2019-07-26,46650.0,47150.0,46550.0,47150.0,39999.07421875,7873886,2026-03-03 06:42:12.159634+00:00
2019-07-29,46800.0,47050.0,46000.0,46100.0,39108.3203125,6856846,2026-03-03 06:42:12.159634+00:00
2019-07-30,46300.0,46850.0,46300.0,46550.0,39490.07421875,5551014,2026-03-03 06:42:12.159634+00:00
2019-07-31,46200.0,46600.0,45000.0,45350.0,38472.07421875,12872916,2026-03-03 06:42:12.159634+00:00
2019-08-01,44900.0,45500.0,44850.0,45200.0,38344.8203125,7811181,2026-03-03 06:42:12.159634+00:00
2019-08-02,44550.0,45500.0,44300.0,44950.0,38132.73828125,12151374,2026-03-03 06:42:12.159634+00:00
2019-08-05,44350.0,44600.0,43600.0,43950.0,37284.3984375,14214086,2026-03-03 06:42:12.159634+00:00
2019-08-06,42500.0,43800.0,42500.0,43500.0,36902.65625,15083824,2026-03-03 06:42:12.159634+00:00
2019-08-07,43600.0,43900.0,43100.0,43200.0,36648.14453125,10002533,2026-03-03 06:42:12.159634+00:00
2019-08-08,43250.0,43500.0,42650.0,42650.0,36181.5703125,16926881,2026-03-03 06:42:12.159634+00:00
2019-08-09,43250.0,43350.0,43050.0,43150.0,36605.734375,9685147,2026-03-03 06:42:12.159634+00:00
2019-08-12,44000.0,44000.0,43550.0,43700.0,37072.30859375,8466169,2026-03-03 06:42:12.159634+00:00
2019-08-13,43500.0,43500.0,42950.0,43000.0,36478.48046875,7276979,2026-03-03 06:42:12.159634+00:00
2019-08-14,43900.0,44250.0,43500.0,43700.0,37072.30859375,8750135,2026-03-03 06:42:12.159634+00:00
2019-08-16,43800.0,43900.0,43300.0,43900.0,37241.98046875,9528115,2026-03-03 06:42:12.159634+00:00
2019-08-19,44350.0,44350.0,43500.0,43600.0,36987.48828125,6014218,2026-03-03 06:42:12.159634+00:00
2019-08-20,43950.0,44600.0,43550.0,44450.0,37708.57421875,8434205,2026-03-03 06:42:12.159634+00:00
2019-08-21,44350.0,44800.0,44150.0,44500.0,37751.0,6571717,2026-03-03 06:42:12.159634+00:00
2019-08-22,44500.0,44700.0,43850.0,44050.0,37369.2421875,8061177,2026-03-03 06:42:12.159634+00:00
2019-08-23,43800.0,44200.0,43650.0,43950.0,37284.3984375,5017381,2026-03-03 06:42:12.159634+00:00
2019-08-26,43050.0,43800.0,42950.0,43600.0,36987.48828125,7954949,2026-03-03 06:42:12.159634+00:00
2019-08-27,43650.0,44200.0,43600.0,44050.0,37369.2421875,16883932,2026-03-03 06:42:12.159634+00:00
2019-08-28,44100.0,44400.0,43750.0,44150.0,37454.06640625,5758333,2026-03-03 06:42:12.159634+00:00
2019-08-29,44200.0,44200.0,43050.0,43400.0,36817.80859375,10768862,2026-03-03 06:42:12.159634+00:00
2019-08-30,43750.0,44300.0,43750.0,44000.0,37326.81640625,9899073,2026-03-03 06:42:12.159634+00:00
2019-09-02,44850.0,44850.0,43650.0,43800.0,37157.1484375,7185537,2026-03-03 06:42:12.159634+00:00
2019-09-03,43550.0,43650.0,43100.0,43250.0,36690.56640625,9774941,2026-03-03 06:42:12.159634+00:00
2019-09-04,43250.0,44100.0,43150.0,44100.0,37411.6484375,12441837,2026-03-03 06:42:12.159634+00:00
2019-09-05,44800.0,46100.0,44450.0,45700.0,38768.98828125,18297430,2026-03-03 06:42:12.159634+00:00
2019-09-06,46500.0,46500.0,45850.0,46300.0,39277.98828125,9896562,2026-03-03 06:42:12.159634+00:00
2019-09-09,46450.0,47000.0,46300.0,46900.0,39787.0,9434157,2026-03-03 06:42:12.159634+00:00
2019-09-10,47100.0,47200.0,46550.0,47000.0,39871.82421875,9231792,2026-03-03 06:42:12.159634+00:00
2019-09-11,47300.0,47400.0,46800.0,47150.0,39999.07421875,16141619,2026-03-03 06:42:12.159634+00:00
2019-09-16,47000.0,47100.0,46400.0,47100.0,39956.6640625,15550926,2026-03-03 06:42:12.159634+00:00
2019-09-17,47000.0,47100.0,46800.0,46900.0,39787.0,7006280,2026-03-03 06:42:12.159634+00:00
2019-09-18,46900.0,47700.0,46800.0,47700.0,40465.671875,10413027,2026-03-03 06:42:12.159634+00:00
2019-09-19,48050.0,49200.0,47850.0,49150.0,41695.7578125,16461413,2026-03-03 06:42:12.159634+00:00
2019-09-20,49400.0,49600.0,49100.0,49200.0,41738.16015625,15460210,2026-03-03 06:42:12.159634+00:00
2019-09-23,49250.0,49300.0,49000.0,49300.0,41823.00390625,7568553,2026-03-03 06:42:12.159634+00:00
2019-09-24,49050.0,49650.0,48850.0,49500.0,41992.67578125,7871955,2026-03-03 06:42:12.159634+00:00
2019-09-25,49200.0,49350.0,48800.0,48900.0,41483.671875,9187141,2026-03-03 06:42:12.159634+00:00
2019-09-26,49000.0,49250.0,48900.0,49200.0,41738.16015625,8494756,2026-03-03 06:42:12.159634+00:00
2019-09-27,48000.0,48700.0,48000.0,48400.0,41357.0625,8048041,2026-03-03 06:42:12.159634+00:00
2019-09-30,48050.0,49250.0,47900.0,49050.0,41912.48828125,9497119,2026-03-03 06:42:12.159634+00:00
2019-10-01,48900.0,49100.0,48650.0,48850.0,41741.58984375,6206035,2026-03-03 06:42:12.159634+00:00
2019-10-02,48350.0,48400.0,47600.0,47600.0,40673.48828125,8382463,2026-03-03 06:42:12.159634+00:00
2019-10-04,47400.0,48650.0,47350.0,48000.0,41015.27734375,9331695,2026-03-03 06:42:12.159634+00:00
2019-10-07,48350.0,48700.0,47650.0,47750.0,40801.6640625,7047273,2026-03-03 06:42:12.159634+00:00
2019-10-08,47900.0,49000.0,47600.0,48900.0,41784.31640625,14239367,2026-03-03 06:42:12.159634+00:00
2019-10-10,48200.0,49200.0,48000.0,48550.0,41485.2421875,18639855,2026-03-03 06:42:12.159634+00:00
2019-10-11,49000.0,49450.0,48800.0,49150.0,41997.93359375,7783275,2026-03-03 06:42:12.159634+00:00
2019-10-14,50000.0,50300.0,49850.0,50000.0,42724.2421875,11130635,2026-03-03 06:42:12.159634+00:00
2019-10-15,49900.0,50200.0,49900.0,50100.0,42809.6953125,6058105,2026-03-03 06:42:12.159634+00:00
2019-10-16,50700.0,50900.0,50400.0,50700.0,43322.37890625,9136282,2026-03-03 06:42:12.159634+00:00
2019-10-17,50500.0,50600.0,50100.0,50500.0,43151.48828125,6701380,2026-03-03 06:42:12.159634+00:00
2019-10-18,50300.0,50900.0,49650.0,49900.0,42638.796875,8483106,2026-03-03 06:42:12.159634+00:00
2019-10-21,49900.0,50400.0,49800.0,50300.0,42980.6015625,4406531,2026-03-03 06:42:12.159634+00:00
2019-10-22,50800.0,51500.0,50700.0,51200.0,43749.62890625,10898729,2026-03-03 06:42:12.159634+00:00
2019-10-23,51300.0,51500.0,50800.0,51200.0,43749.62890625,8663880,2026-03-03 06:42:12.159634+00:00
2019-10-24,52500.0,52500.0,50500.0,50700.0,43322.37890625,21185785,2026-03-03 06:42:12.159634+00:00
2019-10-25,50800.0,51200.0,50500.0,50900.0,43493.28125,7879897,2026-03-03 06:42:12.159634+00:00
2019-10-28,50700.0,51500.0,50700.0,51300.0,43835.078125,6431522,2026-03-03 06:42:12.159634+00:00
2019-10-29,51400.0,51700.0,50800.0,51100.0,43664.171875,7581629,2026-03-03 06:42:12.159634+00:00
2019-10-30,50700.0,50800.0,50200.0,50400.0,43066.04296875,8959435,2026-03-03 06:42:12.159634+00:00
2019-10-31,51000.0,51400.0,50300.0,50400.0,43066.04296875,10304777,2026-03-03 06:42:12.159634+00:00
2019-11-01,50600.0,51200.0,50400.0,51200.0,43749.62890625,8467846,2026-03-03 06:42:12.159634+00:00
2019-11-04,51700.0,52300.0,51400.0,52300.0,44689.55859375,13012411,2026-03-03 06:42:12.159634+00:00
2019-11-05,52400.0,52700.0,52100.0,52700.0,45031.3515625,10581034,2026-03-03 06:42:12.159634+00:00
2019-11-06,52900.0,53500.0,52700.0,53300.0,45544.05078125,14361133,2026-03-03 06:42:12.159634+00:00
2019-11-07,53400.0,53400.0,52400.0,52900.0,45202.25390625,9257116,2026-03-03 06:42:12.159634+00:00
2019-11-08,53200.0,53300.0,52000.0,52100.0,44518.66796875,11603290,2026-03-03 06:42:12.159634+00:00
2019-11-11,52200.0,52200.0,51400.0,51600.0,44091.41015625,8185952,2026-03-03 06:42:12.159634+00:00
2019-11-12,51800.0,52600.0,51600.0,52600.0,44945.8984375,6576148,2026-03-03 06:42:12.159634+00:00
2019-11-13,52500.0,52500.0,52000.0,52500.0,44860.453125,6225196,2026-03-03 06:42:12.159634+00:00
2019-11-14,51900.0,52800.0,51900.0,52800.0,45116.8046875,12010018,2026-03-03 06:42:12.159634+00:00
2019-11-15,52900.0,53700.0,52600.0,53700.0,45885.84375,9703360,2026-03-03 06:42:12.159634+00:00
2019-11-18,53600.0,53800.0,53200.0,53500.0,45714.94140625,7746554,2026-03-03 06:42:12.159634+00:00
2019-11-19,53200.0,53500.0,52700.0,53500.0,45714.94140625,8907177,2026-03-03 06:42:12.159634+00:00
2019-11-20,53400.0,53400.0,52000.0,52000.0,44433.2109375,12560070,2026-03-03 06:42:12.159634+00:00
2019-11-21,51600.0,52100.0,50600.0,51000.0,43578.7265625,14298646,2026-03-03 06:42:12.159634+00:00
2019-11-22,51000.0,51600.0,50900.0,51600.0,44091.41015625,8478310,2026-03-03 06:42:12.159634+00:00
2019-11-25,52200.0,52600.0,51700.0,51800.0,44262.30859375,9050625,2026-03-03 06:42:12.159634+00:00
2019-11-26,51900.0,52900.0,51800.0,51800.0,44262.30859375,27372226,2026-03-03 06:42:12.159634+00:00
2019-11-27,51800.0,52300.0,51600.0,52200.0,44604.11328125,7546261,2026-03-03 06:42:12.159634+00:00
2019-11-28,51900.0,52100.0,51300.0,51300.0,43835.078125,6833885,2026-03-03 06:42:12.159634+00:00
2019-11-29,51200.0,51400.0,50200.0,50300.0,42980.6015625,11179334,2026-03-03 06:42:12.159634+00:00
2019-12-02,50900.0,51300.0,50400.0,50400.0,43066.04296875,18877252,2026-03-03 06:42:12.159634+00:00
2019-12-03,49800.0,50300.0,49500.0,49900.0,42638.796875,12059812,2026-03-03 06:42:12.159634+00:00
2019-12-04,49600.0,49850.0,49000.0,49450.0,42254.2734375,13246549,2026-03-03 06:42:12.159634+00:00
2019-12-05,50200.0,50400.0,49500.0,49500.0,42297.00390625,10449715,2026-03-03 06:42:12.159634+00:00
2019-12-06,50100.0,50900.0,49950.0,50400.0,43066.04296875,11414563,2026-03-03 06:42:12.159634+00:00
2019-12-09,50900.0,51400.0,50700.0,51200.0,43749.62890625,8470627,2026-03-03 06:42:12.159634+00:00
2019-12-10,51000.0,51600.0,50700.0,51500.0,44005.9765625,6882771,2026-03-03 06:42:12.159634+00:00
2019-12-11,51500.0,52200.0,51400.0,51900.0,44347.765625,11379521,2026-03-03 06:42:12.159634+00:00
2019-12-12,53000.0,53300.0,52700.0,53300.0,45544.05078125,29178697,2026-03-03 06:42:12.159634+00:00
2019-12-13,54500.0,54800.0,53900.0,54700.0,46740.32421875,18120261,2026-03-03 06:42:12.159634+00:00
2019-12-16,54500.0,54900.0,54300.0,54700.0,46740.32421875,11512405,2026-03-03 06:42:12.159634+00:00
2019-12-17,55800.0,56700.0,55400.0,56700.0,48449.29296875,19358433,2026-03-03 06:42:12.159634+00:00
2019-12-18,56700.0,57200.0,56000.0,56300.0,48107.49609375,15558208,2026-03-03 06:42:12.159634+00:00
2019-12-19,57000.0,57300.0,55500.0,56000.0,47851.16015625,14180520,2026-03-03 06:42:12.159634+00:00
2019-12-20,56100.0,56500.0,55600.0,56000.0,47851.16015625,12095519,2026-03-03 06:42:12.159634+00:00
